r,theta,phi,x,y,z,weight
1.0,0.0,90.0,1.0,0.0,0.0,-0.055226399197273
1.0,180.0,90.0,-1.0,0.0,0.0,-0.055226399197273
1.0,90.0,90.0,0.0,1.0,0.0,-0.055226399197273
1.0,-90.0,90.0,0.0,-1.0,0.0,-0.055226399197273
1.0,90.0,0.0,0.0,0.0,1.0,-0.055226399197273
1.0,90.0,180.0,0.0,0.0,-1.0,-0.055226399197273
1.0,45.0,54.735610317245346,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.004450274607445
1.0,45.0,125.26438968275465,0.5773502691896258,0.5773502691896258,-0.5773502691896258,0.004450274607445
1.0,-45.0,54.735610317245346,0.5773502691896258,-0.5773502691896258,0.5773502691896258,0.004450274607445
1.0,-45.0,125.26438968275465,0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.004450274607445
1.0,135.0,54.735610317245346,-0.5773502691896258,0.5773502691896258,0.5773502691896258,0.004450274607445
1.0,135.0,125.26438968275465,-0.5773502691896258,0.5773502691896258,-0.5773502691896258,0.004450274607445
1.0,-135.0,54.735610317245346,-0.5773502691896258,-0.5773502691896258,0.5773502691896258,0.004450274607445
1.0,-135.0,125.26438968275465,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.004450274607445
1.0,45.0,39.4400907847804,0.44920446873976116,0.44920446873976116,0.772289253148364,0.004496841067921
1.0,45.0,140.5599092152196,0.25204194902102,0.25204194902102,0.9343177788458117,0.005049153450479
1.0,-45.0,39.4400907847804,0.6981906658447241,0.6981906658447241,0.15830220546347812,0.003976408018052
1.0,-45.0,140.5599092152196,0.658740524346096,0.658740524346096,0.36348568495672684,0.004401400650381
1.0,135.0,39.4400907847804,0.040385440500976755,0.040385440500976755,0.9983676839677275,0.017245443505444
1.0,135.0,140.5599092152196,-0.44920446873976116,0.44920446873976116,0.772289253148364,0.004496841067921
1.0,-135.0,39.4400907847804,-0.25204194902102,0.25204194902102,0.9343177788458117,0.005049153450479
