r,theta,phi,x,y,z,weight
1.0,0.0,90.0,1.0,0.0,0.0,0.000854591172513
1.0,180.0,90.0,-1.0,0.0,0.0,0.000854591172513
1.0,90.0,90.0,0.0,1.0,0.0,0.000854591172513
1.0,-90.0,90.0,0.0,-1.0,0.0,0.000854591172513
1.0,90.0,0.0,0.0,0.0,1.0,0.000854591172513
1.0,90.0,180.0,0.0,0.0,-1.0,0.000854591172513
1.0,45.0,54.735610317245346,0.5773502691896258,0.5773502691896258,0.5773502691896258,0.003599119285026
1.0,45.0,125.26438968275465,0.5773502691896258,0.5773502691896258,-0.5773502691896258,0.003599119285026
1.0,-45.0,54.735610317245346,0.5773502691896258,-0.5773502691896258,0.5773502691896258,0.003599119285026
1.0,-45.0,125.26438968275465,0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.003599119285026
1.0,135.0,54.735610317245346,-0.5773502691896258,0.5773502691896258,0.5773502691896258,0.003599119285026
1.0,135.0,125.26438968275465,-0.5773502691896258,0.5773502691896258,-0.5773502691896258,0.003599119285026
1.0,-135.0,54.735610317245346,-0.5773502691896258,-0.5773502691896258,0.5773502691896258,0.003599119285026
1.0,-135.0,125.26438968275465,-0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.003599119285026
1.0,45.0,29.814042555186397,0.3515640345570105,0.3515640345570105,0.8676436245440833,0.003449788424306
1.0,45.0,150.18595744481362,0.6566329410219611,0.6566329410219611,0.371034178384821,0.00360482260142
1.0,-45.0,29.814042555186397,0.4729054132581004,0.4729054132581004,0.7434520429875557,0.003576729661743
1.0,-45.0,150.18595744481362,0.09618308522614798,0.09618308522614798,0.9907056213794081,0.002352101413689
1.0,135.0,29.814042555186397,0.2219645236294177,0.2219645236294177,0.9494543172264431,0.003108953122414
1.0,135.0,150.18595744481362,0.7011766416089544,0.7011766416089544,0.12923867271051456,0.003650045807677
1.0,-135.0,29.814042555186397,-0.3515640345570105,0.3515640345570105,0.8676436245440833,0.003449788424306
1.0,-135.0,150.18595744481362,-0.6566329410219611,0.6566329410219611,0.371034178384821,0.00360482260142
1.0,67.94250160770518,69.4169916708899,-0.4729054132581004,0.4729054132581004,0.7434520429875557,0.003576729661743
1.0,-67.94250160770518,69.4169916708899,-0.09618308522614798,0.09618308522614798,0.9907056213794081,0.002352101413689
1.0,67.94250160770518,110.5830083291101,-0.2219645236294177,0.2219645236294177,0.9494543172264431,0.003108953122414
1.0,-67.94250160770518,110.5830083291101,-0.7011766416089544,0.7011766416089544,0.12923867271051456,0.003650045807677
1.0,112.05749839229483,69.4169916708899,0.3515640345570105,-0.3515640345570105,0.8676436245440833,0.003449788424306
1.0,-112.05749839229483,69.4169916708899,0.6566329410219611,-0.6566329410219611,0.371034178384821,0.00360482260142
1.0,112.05749839229483,110.5830083291101,0.4729054132581004,-0.4729054132581004,0.7434520429875557,0.003576729661743
1.0,-112.05749839229483,110.5830083291101,0.09618308522614798,-0.09618308522614798,0.9907056213794081,0.002352101413689
1.0,22.05749839229484,69.4169916708899,0.2219645236294177,-0.2219645236294177,0.9494543172264431,0.003108953122414
1.0,157.94250160770517,69.4169916708899,0.7011766416089544,-0.7011766416089544,0.12923867271051456,0.003650045807677
1.0,22.05749839229484,110.5830083291101,-0.3515640345570105,-0.3515640345570105,0.8676436245440833,0.003449788424306
1.0,157.94250160770517,110.5830083291101,-0.6566329410219611,-0.6566329410219611,0.371034178384821,0.00360482260142
1.0,-22.05749839229484,69.4169916708899,-0.4729054132581004,-0.4729054132581004,0.7434520429875557,0.003576729661743
1.0,-157.94250160770517,69.4169916708899,-0.09618308522614798,-0.09618308522614798,0.9907056213794081,0.002352101413689
1.0,-22.05749839229484,110.5830083291101,-0.2219645236294177,-0.2219645236294177,0.9494543172264431,0.003108953122414
1.0,-157.94250160770517,110.5830083291101,-0.7011766416089544,-0.7011766416089544,0.12923867271051456,0.003650045807677
1.0,45.0,68.22058811622392,0.3515640345570105,0.3515640345570105,-0.8676436245440833,0.003449788424306
1.0,45.0,111.77941188377608,0.6566329410219611,0.6566329410219611,-0.371034178384821,0.00360482260142
1.0,-45.0,68.22058811622392,0.4729054132581004,0.4729054132581004,-0.7434520429875557,0.003576729661743
1.0,-45.0,111.77941188377608,0.09618308522614798,0.09618308522614798,-0.9907056213794081,0.002352101413689
1.0,135.0,68.22058811622392,0.2219645236294177,0.2219645236294177,-0.9494543172264431,0.003108953122414
1.0,135.0,111.77941188377608,0.7011766416089544,0.7011766416089544,-0.12923867271051456,0.003650045807677
1.0,-135.0,68.22058811622392,-0.3515640345570105,0.3515640345570105,-0.8676436245440833,0.003449788424306
1.0,-135.0,111.77941188377608,-0.6566329410219611,0.6566329410219611,-0.371034178384821,0.00360482260142
1.0,29.468866833595932,48.95641553140144,-0.4729054132581004,0.4729054132581004,-0.7434520429875557,0.003576729661743
1.0,-29.468866833595932,48.95641553140144,-0.09618308522614798,0.09618308522614798,-0.9907056213794081,0.002352101413689
1.0,29.468866833595932,131.04358446859857,-0.2219645236294177,0.2219645236294177,-0.9494543172264431,0.003108953122414
1.0,-29.468866833595932,131.04358446859857,-0.7011766416089544,0.7011766416089544,-0.12923867271051456,0.003650045807677
1.0,150.5311331664041,48.95641553140144,0.3515640345570105,-0.3515640345570105,-0.8676436245440833,0.003449788424306
1.0,-150.5311331664041,48.95641553140144,0.6566329410219611,-0.6566329410219611,-0.371034178384821,0.00360482260142
1.0,150.5311331664041,131.04358446859857,0.4729054132581004,-0.4729054132581004,-0.7434520429875557,0.003576729661743
1.0,-150.5311331664041,131.04358446859857,0.09618308522614798,-0.09618308522614798,-0.9907056213794081,0.002352101413689
1.0,60.53113316640407,48.95641553140144,0.2219645236294177,-0.2219645236294177,-0.9494543172264431,0.003108953122414
1.0,119.46886683359595,48.95641553140144,0.7011766416089544,-0.7011766416089544,-0.12923867271051456,0.003650045807677
1.0,60.53113316640407,131.04358446859857,-0.3515640345570105,-0.3515640345570105,-0.8676436245440833,0.003449788424306
1.0,119.46886683359595,131.04358446859857,-0.6566329410219611,-0.6566329410219611,-0.371034178384821,0.00360482260142
1.0,-60.53113316640407,48.95641553140144,-0.4729054132581004,-0.4729054132581004,-0.7434520429875557,0.003576729661743
1.0,-119.46886683359595,48.95641553140144,-0.09618308522614798,-0.09618308522614798,-0.9907056213794081,0.002352101413689
1.0,-60.53113316640407,131.04358446859857,-0.2219645236294177,-0.2219645236294177,-0.9494543172264431,0.003108953122414
1.0,-119.46886683359595,131.04358446859857,-0.7011766416089544,-0.7011766416089544,-0.12923867271051456,0.003650045807677
1.0,45.0,41.97368711385375,0.3515640345570105,0.8676436245440833,0.3515640345570105,0.003449788424306
1.0,45.0,138.02631288614626,0.6566329410219611,0.371034178384821,0.6566329410219611,0.00360482260142
1.0,-45.0,41.97368711385375,0.4729054132581004,0.7434520429875557,0.4729054132581004,0.003576729661743
1.0,-45.0,138.02631288614626,0.09618308522614798,0.9907056213794081,0.09618308522614798,0.002352101413689
1.0,135.0,41.97368711385375,0.2219645236294177,0.9494543172264431,0.2219645236294177,0.003108953122414
1.0,135.0,138.02631288614626,0.7011766416089544,0.12923867271051456,0.7011766416089544,0.003650045807677
1.0,-135.0,41.97368711385375,-0.3515640345570105,0.8676436245440833,0.3515640345570105,0.003449788424306
1.0,-135.0,138.02631288614626,-0.6566329410219611,0.371034178384821,0.6566329410219611,0.00360482260142
1.0,57.53980350879621,61.77694091733347,-0.4729054132581004,0.7434520429875557,0.4729054132581004,0.003576729661743
1.0,-57.53980350879621,61.77694091733347,-0.09618308522614798,0.9907056213794081,0.09618308522614798,0.002352101413689
1.0,57.53980350879621,118.22305908266654,-0.2219645236294177,0.9494543172264431,0.2219645236294177,0.003108953122414
1.0,-57.53980350879621,118.22305908266654,-0.7011766416089544,0.12923867271051456,0.7011766416089544,0.003650045807677
1.0,122.4601964912038,61.77694091733347,0.3515640345570105,0.8676436245440833,-0.3515640345570105,0.003449788424306
1.0,-122.4601964912038,61.77694091733347,0.6566329410219611,0.371034178384821,-0.6566329410219611,0.00360482260142
1.0,122.4601964912038,118.22305908266654,0.4729054132581004,0.7434520429875557,-0.4729054132581004,0.003576729661743
1.0,-122.4601964912038,118.22305908266654,0.09618308522614798,0.9907056213794081,-0.09618308522614798,0.002352101413689
1.0,32.460196491203796,61.77694091733347,0.2219645236294177,0.9494543172264431,-0.2219645236294177,0.003108953122414
1.0,147.53980350879624,61.77694091733347,0.7011766416089544,0.12923867271051456,-0.7011766416089544,0.003650045807677
1.0,32.460196491203796,118.22305908266654,-0.3515640345570105,0.8676436245440833,-0.3515640345570105,0.003449788424306
1.0,147.53980350879624,118.22305908266654,-0.6566329410219611,0.371034178384821,-0.6566329410219611,0.00360482260142
1.0,-32.460196491203796,61.77694091733347,-0.4729054132581004,0.7434520429875557,-0.4729054132581004,0.003576729661743
1.0,-147.53980350879624,61.77694091733347,-0.09618308522614798,0.9907056213794081,-0.09618308522614798,0.002352101413689
1.0,-32.460196491203796,118.22305908266654,-0.2219645236294177,0.9494543172264431,-0.2219645236294177,0.003108953122414
1.0,-147.53980350879624,118.22305908266654,-0.7011766416089544,0.12923867271051456,-0.7011766416089544,0.003650045807677
1.0,45.0,7.817803670465912,0.3515640345570105,-0.8676436245440833,0.3515640345570105,0.003449788424306
1.0,45.0,172.1821963295341,0.6566329410219611,-0.371034178384821,0.6566329410219611,0.00360482260142
1.0,-45.0,7.817803670465912,0.4729054132581004,-0.7434520429875557,0.4729054132581004,0.003576729661743
1.0,-45.0,172.1821963295341,0.09618308522614798,-0.9907056213794081,0.09618308522614798,0.002352101413689
1.0,135.0,7.817803670465912,0.2219645236294177,-0.9494543172264431,0.2219645236294177,0.003108953122414
1.0,135.0,172.1821963295341,0.7011766416089544,-0.12923867271051456,0.7011766416089544,0.003650045807677
1.0,-135.0,7.817803670465912,-0.3515640345570105,-0.8676436245440833,0.3515640345570105,0.003449788424306
1.0,-135.0,172.1821963295341,-0.6566329410219611,-0.371034178384821,0.6566329410219611,0.00360482260142
1.0,84.45479306996235,84.48058254984154,-0.4729054132581004,-0.7434520429875557,0.4729054132581004,0.003576729661743
1.0,-84.45479306996235,84.48058254984154,-0.09618308522614798,-0.9907056213794081,0.09618308522614798,0.002352101413689
1.0,84.45479306996235,95.51941745015846,-0.2219645236294177,-0.9494543172264431,0.2219645236294177,0.003108953122414
1.0,-84.45479306996235,95.51941745015846,-0.7011766416089544,-0.12923867271051456,0.7011766416089544,0.003650045807677
1.0,95.54520693003766,84.48058254984154,0.3515640345570105,-0.8676436245440833,-0.3515640345570105,0.003449788424306
1.0,-95.54520693003766,84.48058254984154,0.6566329410219611,-0.371034178384821,-0.6566329410219611,0.00360482260142
1.0,95.54520693003766,95.51941745015846,0.4729054132581004,-0.7434520429875557,-0.4729054132581004,0.003576729661743
1.0,-95.54520693003766,95.51941745015846,0.09618308522614798,-0.9907056213794081,-0.09618308522614798,0.002352101413689
1.0,5.545206930037625,84.48058254984154,0.2219645236294177,-0.9494543172264431,-0.2219645236294177,0.003108953122414
1.0,174.4547930699624,84.48058254984154,0.7011766416089544,-0.12923867271051456,-0.7011766416089544,0.003650045807677
1.0,5.545206930037625,95.51941745015846,-0.3515640345570105,-0.8676436245440833,-0.3515640345570105,0.003449788424306
1.0,174.4547930699624,95.51941745015846,-0.6566329410219611,-0.371034178384821,-0.6566329410219611,0.00360482260142
1.0,-5.545206930037625,84.48058254984154,-0.4729054132581004,-0.7434520429875557,-0.4729054132581004,0.003576729661743
1.0,-174.4547930699624,84.48058254984154,-0.09618308522614798,-0.9907056213794081,-0.09618308522614798,0.002352101413689
1.0,-5.545206930037625,95.51941745015846,-0.2219645236294177,-0.9494543172264431,-0.2219645236294177,0.003108953122414
1.0,-174.4547930699624,95.51941745015846,-0.7011766416089544,-0.12923867271051456,-0.7011766416089544,0.003650045807677
1.0,45.0,18.294736765281037,0.8676436245440833,0.3515640345570105,0.3515640345570105,0.003449788424306
1.0,45.0,161.70526323471898,0.371034178384821,0.6566329410219611,0.6566329410219611,0.00360482260142
1.0,-45.0,18.294736765281037,0.7434520429875557,0.4729054132581004,0.4729054132581004,0.003576729661743
1.0,-45.0,161.70526323471898,0.9907056213794081,0.09618308522614798,0.09618308522614798,0.002352101413689
1.0,135.0,18.294736765281037,0.9494543172264431,0.2219645236294177,0.2219645236294177,0.003108953122414
1.0,135.0,161.70526323471898,0.12923867271051456,0.7011766416089544,0.7011766416089544,0.003650045807677
1.0,-135.0,18.294736765281037,0.8676436245440833,-0.3515640345570105,0.3515640345570105,0.003449788424306
1.0,-135.0,161.70526323471898,0.371034178384821,-0.6566329410219611,0.6566329410219611,0.00360482260142
1.0,76.84164682412117,77.17555483119004,0.7434520429875557,-0.4729054132581004,0.4729054132581004,0.003576729661743
1.0,-76.84164682412117,77.17555483119004,0.9907056213794081,-0.09618308522614798,0.09618308522614798,0.002352101413689
1.0,76.84164682412117,102.82444516880997,0.9494543172264431,-0.2219645236294177,0.2219645236294177,0.003108953122414
1.0,-76.84164682412117,102.82444516880997,0.12923867271051456,-0.7011766416089544,0.7011766416089544,0.003650045807677
1.0,103.15835317587884,77.17555483119004,0.8676436245440833,0.3515640345570105,-0.3515640345570105,0.003449788424306
1.0,-103.15835317587884,77.17555483119004,0.371034178384821,0.6566329410219611,-0.6566329410219611,0.00360482260142
1.0,103.15835317587884,102.82444516880997,0.7434520429875557,0.4729054132581004,-0.4729054132581004,0.003576729661743
1.0,-103.15835317587884,102.82444516880997,0.9907056213794081,0.09618308522614798,-0.09618308522614798,0.002352101413689
1.0,13.158353175878847,77.17555483119004,0.9494543172264431,0.2219645236294177,-0.2219645236294177,0.003108953122414
1.0,166.84164682412114,77.17555483119004,0.12923867271051456,0.7011766416089544,-0.7011766416089544,0.003650045807677
1.0,13.158353175878847,102.82444516880997,0.8676436245440833,-0.3515640345570105,-0.3515640345570105,0.003449788424306
1.0,166.84164682412114,102.82444516880997,0.371034178384821,-0.6566329410219611,-0.6566329410219611,0.00360482260142
1.0,-13.158353175878847,77.17555483119004,0.7434520429875557,-0.4729054132581004,-0.4729054132581004,0.003576729661743
1.0,-166.84164682412114,77.17555483119004,0.9907056213794081,-0.09618308522614798,-0.09618308522614798,0.002352101413689
1.0,-13.158353175878847,102.82444516880997,0.9494543172264431,-0.2219645236294177,-0.2219645236294177,0.003108953122414
1.0,-166.84164682412114,102.82444516880997,0.12923867271051456,-0.7011766416089544,-0.7011766416089544,0.003650045807677
1.0,45.0,82.57439964895295,-0.8676436245440833,0.3515640345570105,0.3515640345570105,0.003449788424306
1.0,45.0,97.42560035104705,-0.371034178384821,0.6566329410219611,0.6566329410219611,0.00360482260142
1.0,-45.0,82.57439964895295,-0.7434520429875557,0.4729054132581004,0.4729054132581004,0.003576729661743
1.0,-45.0,97.42560035104705,-0.9907056213794081,0.09618308522614798,0.09618308522614798,0.002352101413689
1.0,135.0,82.57439964895295,-0.9494543172264431,0.2219645236294177,0.2219645236294177,0.003108953122414
1.0,135.0,97.42560035104705,-0.12923867271051456,0.7011766416089544,0.7011766416089544,0.003650045807677
1.0,-135.0,82.57439964895295,-0.8676436245440833,-0.3515640345570105,0.3515640345570105,0.003449788424306
1.0,-135.0,97.42560035104705,-0.371034178384821,-0.6566329410219611,0.6566329410219611,0.00360482260142
1.0,10.443367426903567,45.47851748355399,-0.7434520429875557,-0.4729054132581004,0.4729054132581004,0.003576729661743
1.0,-10.443367426903567,45.47851748355399,-0.9907056213794081,-0.09618308522614798,0.09618308522614798,0.002352101413689
